제목,본문_clean,topic_id,topic_label
"대구 삼덕동 서울장칼국수, 혼자 가기 좋은 메뉴 추천해주세요!","혼밥하러 대구 삼덕동 서울장칼국수에 가보려는데, 혼자 먹기 좋은 메뉴가 뭐가 있을까요? 블로그 보니까 다찌형 바테이블도 있어서 혼밥하기 좋다고 하더라고요. 칼국수 말고 다른 메뉴 중에 혼자서도 부담 없이 즐길 수 있는 게 있다면 추천 부탁드립니다. 돈까스나 비빔칼국수도 괜찮아 보이던데, 드셔보신 분들 의견 궁금해요!",2,신축/이사 입주 시 가전 선택
화장품 기내 반입 지퍼백 용기,제가 내일 비행기를 타는데요 화장품을 들고 타려고 하거든요? 다 소분 해서 100ml 이하인데 지퍼백 다이소에서 크린백? 18*20 짜리로 샀는데 거기에 화장품 넣고 타면 통과 시켜주실까요?ㅠㅠㅜ 제발 정확하게 말씀해주세요 너무 급합니다 된다고 했는데 알고보니까 안 되서 화장품 뺏기면 큰일나요 저ㅠㅜㅠ 제발 도와주세요 제발요 대한항공 타요ㅠㅠㅠ 국제선ㅜㅠㅜㅜㅜ,2,신축/이사 입주 시 가전 선택
"츠키지시장 카이센동, 꼭 가봐야 할 맛집 추천해주세요!","도쿄 자유여행 계획 중인데 츠키지시장에서 꼭 먹어봐야 할 카이센동 맛집을 찾고 있어요. 블로그에서 본 마루키타 1호점은 이미 가볼 생각이지만, 혹시 다른 숨겨진 보석 같은 곳도 있을까요? 현지인들이 자주 가는 곳이나 관광객들에게 덜 알려진 맛집이 있다면 추천 부탁드려요. 가격대는 어느 정도인지, 그리고 예약이 필요한지도 궁금합니다!",3,이사/생활 주변 맥락 (광파오븐 포함)
전립선 암 로봇수술 실비,점립선 암 로봇수술 실비가능할까요..?? ㅠㅠ실비가 몇세대인지는 모르겠어요..2020년부터 가입되어있습니다,3,이사/생활 주변 맥락 (광파오븐 포함)
비즈 공예 9핀이랑 t핀 둘 중 뭐 살까요,제가 돈이 지금은 많이 업서요... 둘 중에 뭐 살까요?? 둘 중에 하나라도 없으면 비즈 키링 못 만드나요??,0,기기 오작동/소음/설정 문제
배드민턴 협회 지역 급수 질문드려요.,어느 한지역 지역대회에서 A가되면다른지역에 협회 가입하면 그 지역에서도 A가되는건가요?아니면 초심부터 다시 나갈수있는건가요?,2,신축/이사 입주 시 가전 선택
올해도 다이어트 작심삼일.. ㅠㅠ 마음 다잡는 법 있을까요,"새해만 되면 다이어트 결심하는데, 진짜 작심삼일이에요 ㅠㅠ 운동은 하루 이틀 하다 포기하고, 야식은 또 못 참겠고… SNS 보면서 부지런히 운동하는 사람들 보면 자극도 받지만 금방 기운 빠지네요. 꾸준히 다이어트 유지하는 분들은 어떤 마인드로 하시는지 궁금해요! 작심삼일 극복하고 꾸준히 습관 만드는 현실적인 팁 있을까요?",2,신축/이사 입주 시 가전 선택
임신 극초기 피검사수치…,안녕하세요 작년 10월달 부터 12월까지 배유제 복용하면서 임신준비를 했구요..!3개월시도하고 슬슬 일도 바쁘고 힘들고 해서 한두달 쉬고 난임병원가기로 의사쌤이랑 얘기가 끝난 상황 입니다..12월29일날 생리가 터지고 1월3일날 끝났구용이번엔 쉬기로 해서 병원을 안갔습니다 그런데 이상하게 약 먹었을때랑 똑같이 골반쪽이 불편하더라구여(난포커질때 느낌) 이상하다 이상하다 생각이 들어서 1월14일날 병원에 방문해서 초음파 확인을 했는데.. 의사쌤께서는 저번달에 터진 난포 찌거기가 아직도 남아있어서 그런거 같다 커진 난포는 확인이 안된다고 하셨어용.. 아 ..나는 다낭성난소증후군이라 약 없이는 난포가 커지지 않는구나 생각 했거든요ㅠㅠ 몇일이 지나고 21일날 아랫배가 쌔…해서 임테기가 남았겠다 자기전에 해봤는데 매직아이로 두줄이 나오더라구요!!!!!바로 다음날 병원에 가서 피검사를 해보기로 했습니다그런데… 생각해 보니 저는 1월3일날 생리가 끝났는데 벌써…? 두둘이 뜨나?? 라고 생각했거든요?? 생예도 아직 일주일 이나 남았는데 이게 가능한가 싶어서 쌤한테 두줄뜨는게 맞냐 물러보니 쌤도 신기하다고 피검사 해보자고 20~40 사이로 나올것 같다 검사는 내일 아침에 연락주겠다고 해서 방금 수치를 확인했는데 22.7 나왔다고 들었습니다.. 토요일날 다시와서 피검사 하자고 하는데 걱정이내요ㅠㅠ 22.7은 너무 낮은거겠죠..? 저같은 경우 몇주일까요..? 2주차..? 3주차..?,2,신축/이사 입주 시 가전 선택
"팔보채, 집에서 비슷하게 만들 수 있는 비결이 있을까요?","팔선에서 팔보채를 너무 맛있게 먹어서 집에서도 비슷하게 만들어보고 싶어요. 8가지 귀한 재료가 들어간다고는 하지만, 어떻게 조리해야 그 맛이 날지 감이 잘 안 잡히네요. 혹시 집에서 성공적으로 팔보채 만들어보신 분 계신가요? 적당한 간 맞추기나 불 조절 팁이 있다면 공유 부탁드려요. 그리고 꼭 필요한 재료나 대체 가능한 재료도 추천해주시면 정말 감사하겠습니다!",3,이사/생활 주변 맥락 (광파오븐 포함)
겨울 제주도 여행 200% 즐기는 꿀팁 알려주세요!,"이번 겨울에 친구들이랑 제주도 여행 가기로 했어요! 여름엔 바다랑 카페투어가 메인이라며 다녀왔는데, 겨울엔 뭐하고 놀아야 할지 잘 모르겠어요ㅠ 날씨도 쌀쌀해서 바다 놀이는 어려울 것 같고, 대신 따뜻하게 즐길 수 있는 실내 스팟이나 예쁜 사진 찍기 좋은 명소 추천받고 싶어요! 또 제주도 겨울여행 먹거리나 감성 숙소 있으면 알려주세요 :) SNS용 감성샷도 포기 못 하거든요ㅎㅎ",3,이사/생활 주변 맥락 (광파오븐 포함)
오븐 추천해주세요,현재 오븐이 미니 사이즈라 6구 틀이 안들어가서 새로 장만하려는데 괜찮은 오븐 없을까요?!,1,주방 공간 배치 및 인테리어 고민
"기아 '오퍼짓 유나이티드' 디자인, 실물 느낌 어떨까요?","기아가 이번에 '오퍼짓 유나이티드'라는 새로운 디자인 철학을 적용했다고 하던데, 실제로 차를 보면 어떤 느낌일지 궁금합니다. 사진으로 봤을 때는 깔끔하고 미래적인 느낌이 들긴 하지만, 실제로 도로에서 보면 어떨지 감이 잘 안 오네요. 혹시 전시회에서 보신 분들이나 실물 보신 분들 계시면, 이 디자인 철학이 실제로 차량에 어떻게 반영되었는지 생생한 후기 듣고 싶습니다. 특히 전면부의 스타맵 시그니처 라이팅이나 후면의 테일램프 디자인이 실제로 보면 어떤지 궁금해요.",3,이사/생활 주변 맥락 (광파오븐 포함)
광주입술필러제거,광주 입술필러 꼼꼼하게 제거 잘하는 곳 있나요? 진짜제발알려주새요 거울볼때마다 미치겠어요진짜 광고성댓글 달지 말아주세요 ㅠㅠ 너무 힘들어서 진짜 정보가 필요합니다,2,신축/이사 입주 시 가전 선택
"극한84 보면서 러닝 시작하신 분들, 초반에 뭐가 제일 힘들었나요?","요즘 기안84님 나오는 극한84 보다 보니까 저도 러닝에 관심이 생겨서 시작해보려는데요. 혹시 저처럼 이 프로그램 보고 러닝 시작하신 분들, 처음에 뭐가 제일 힘들었나요? 러닝화부터 사야 할지, 아니면 그냥 집에 있는 운동화로 시작해도 될지 고민이에요. 그리고 매일 얼마나 뛰어야 할지 감도 잘 안 잡히고, 무릎이나 발목 부상도 걱정되네요. 러닝 초보에게 꼭 필요한 팁이나 주의사항 있으면 공유 부탁드려요!",3,이사/생활 주변 맥락 (광파오븐 포함)
두쫀쿠 처음 도전하는데 피스타치오 스프레드 꼭 직접 만들어야 할까요?,"요즘 두쫀쿠가 핫하다고 해서 집에서 한 번 만들어보려고 하는데요. 피스타치오 스프레드를 직접 만드는 게 좋다고들 하더라고요. 그런데 재료 준비부터 과정이 꽤 복잡해 보여서 망설여져요. 시중에 파는 스프레드를 써도 괜찮을지, 아니면 직접 만드는 게 훨씬 맛 차이가 큰지 궁금합니다. 혹시 처음 도전하는 사람에게 추천하는 간단한 팁이나 대체 재료가 있을까요?",3,이사/생활 주변 맥락 (광파오븐 포함)
저를 놓고 싶어져요,"안녕하세요, 형.누군가에게 속을 털어놓은 적이 별로 없어서형한테 말한다는 생각으로 한번 해볼게요.저는 현재 26살이에요.20살 때부터 공장 일을 하면서 야간대를 다니고, 졸업 후 군대를 다녀와서 다시 공장 일을 했어요.그런데 공장 일이 점점 하기 싫어지더라고요.군대에 가 보니 저랑 동갑이거나 동생, 형들이어디 여행 가고 싶다, 이런 걸 해보고 싶다, 이런 꿈이 있다라는 이야기를 하는데저는 뭐가 좋고, 뭘 하고 싶은지, 무슨 꿈이 있는지도 모른 채그저 일만 해왔다는 생각이 들었어요.제 자신을 돌아보니 너무 처량하게 느껴졌습니다.저는 어릴 때 부모님이나 어른들 말씀을 들으며사람은 일을 열심히 하고 대학을 졸업하면 성공하는구나라고 생각하며 살아왔어요.그런데 누군가 여행도 다녀보고, 취미도 가져보고, 일 말고 다른 것도 해봐라라는 이야기를한 번도 해준 적이 없어서 그렇게 살아왔던 것 같아요.그러다 주변을 보니 시야가 넓어지면서 그런 것들이 보이기 시작했고,그게 오히려 우울함으로 다가왔어요.그러던 중 기술을 배우면 인생이 핀다는 말을 듣고기술을 배우기 위해 현장 일을 시작했고, 이제 곧 1년 차가 되어 갑니다.그런데 이 길이 저를 행복하게 해줄지 모르겠어요.지금도 여전히 일과 집만 반복하다 보니언제 행복해질 수 있을지도 모르겠고,주변에서는 너 나이에는 연애도 하고, 취미도 갖고, 여행도 가봐야지라고 말하는데연애는 해봤어도 취미나 여행은 어떻게 시작해야 할지도 모르겠고,그걸 한다고 해서 제가 정말 행복해질지도 의문이에요.마치 제 자신에게 안 맞는 옷을 억지로 입으려는 것 같아서너무 힘듭니다.점점 제 자신을 놓고 싶어지는 순간도 생겨요.",4,광파오븐 핵심 사용/구매/레시피
"북촌 정독도서관, 주변 맛집이나 카페 추천해주세요!","정독도서관 방문 후에 들릴 만한 맛집이나 예쁜 카페가 북촌에 많다고 들었는데요. 도서관 근처에서 가볍게 식사할 수 있는 곳이나, 디저트가 맛있는 카페 추천 부탁드립니다. 특히 가족이나 친구와 함께 가기 좋은 분위기 있는 곳이면 더 좋겠어요. 북촌의 정취를 느끼면서 여유롭게 시간을 보낼 수 있는 장소가 있다면 공유해 주세요.",3,이사/생활 주변 맥락 (광파오븐 포함)
오븐 구울때 공중에 떠있어야 더 잘 구워지는 건가요?,오븐팬을 사야하는데 기존에 오븐에 있던 판과 같은 사이즈를 찾기 어려워서 가로 길이가 조금더 짧은걸 구매하려고 합니다 그렇게 되면 오븐팬이 거치대에 걸리지 않아 바닥에 놓은채로 구워야하는데 그러면 잘 안구워질까봐 걱정이네요 상관 없는 건가요?,1,주방 공간 배치 및 인테리어 고민
제과제빵 호텔 면접,제가 제과제빵과라 나중에 신라호텔 같은데 가서 일하거싶은데 면접질문 어떤게잇나요?? 채택,0,기기 오작동/소음/설정 문제
"기아 EV5 vs 테슬라 모델Y, 가격 대비 어떤 차가 더 나은가요?","요즘 전기차 알아보고 있는데, 기아의 EV5랑 테슬라 모델Y 사이에서 고민 중이에요. EV5는 가격이 꽤 매력적이던데, 모델Y랑 비교했을 때 어떤 점에서 차이가 나는지 궁금해요. 주행 거리나 충전 속도, 그리고 내부 공간 같은 실용적인 부분에서 어떤 차가 더 나을까요? 실제 타보신 분들 의견이 듣고 싶어요. 가격 대비 성능이나 유지비 측면에서도 비교해주시면 큰 도움이 될 것 같아요!",3,이사/생활 주변 맥락 (광파오븐 포함)
엔진오일 압력스위치 고장,제네시스 Dh 타고있습니다 엔진오일 압력스위치 고장 리콜대상 이라고 해서 블루핸즈에 예약잡아달라 했는데 2월2일에 방문하라고 하더군요 대략 2주정도 남았는데 제가 출퇴근때문에 차를 꼭 안몰고다닐수가 없는 상황인데 압력스위치라는데 지금 상태에서 큰 고장으로 이어질수 있는 부품일까요 경고등 상태는 엑셀 밟으면 꺼지고 신호대기 정차등 단순 공회전시엔 경고등 들어오는 상태입니다,3,이사/생활 주변 맥락 (광파오븐 포함)
프로크에이트 동시에 같은 계정으로 다른 기기에서 사용할 수 있나요?,프로크리에이트 사고 나서 같은 계정 다른 기기에서 돈을 두 번 결제 하지 않고 동시에 사용할 수 있나요?,2,신축/이사 입주 시 가전 선택
이사트럭 2.5톤 정도 예상,"2월 14일 예정입니다. 경기광주퇴촌~인천중구 영종도 아파트로 이사고현거주지 2층 엘베없어 사다리차 이용해야될 수 있을것같고, 도착지는 엘리베이터로 이동 가능할것같습니다큰 가전제품은 세탁기건조기 20키로이상짜리, 에어드레서, 김치냉장고 정도작은가전은 공기청정기, 제습기, 광파오븐, 아기소독기(유팡),커피포트 정도 있습니다.그외 가구는 큰책장같은선반 2개, 작은선반2개, 사무용의자2, 아기용 땅콩책상 및 작은의자정도 있습니다.그외 스피드랙 3개에 옷및 짐들있고, 식기 및 잡물품들해서 옷포함 이사박스 20~30 내외 예상될것같습니다.포장이사로 대략 금액 문의드리고 업체 선정해보려고합니다.",0,기기 오작동/소음/설정 문제
